cardname,japanese_name,konami_cid,cardnumber,imageurl,ciid,all_ciids,all_imageurls,image_count,needs_image_review,setname,rarity,rarity_full,setcode,release_date,pid,image_mapping_source,image_mapping_notes,source_url
Ancient Arrive Dragon,エンシェント・アライブ・ドラゴン,17198,RD/GRP1-JP009,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17198&ciid=1&enc=xDBqQmkpg2uhUSvNYG92wA&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17198&ciid=1&enc=xDBqQmkpg2uhUSvNYG92wA&app=tournament&request_locale=ja,1,False,ゴールドラッシュパック,GRR,ゴールドラッシュレア仕様,RD/GRP1,2021-12-11,1000100504000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=17198&request_locale=ja
Ancient Arrive Dragon,エンシェント・アライブ・ドラゴン,17198,RD/GRP1-JP009,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17198&ciid=1&enc=xDBqQmkpg2uhUSvNYG92wA&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17198&ciid=1&enc=xDBqQmkpg2uhUSvNYG92wA&app=tournament&request_locale=ja,1,False,ゴールドラッシュパック,UR,ウルトラレア仕様,RD/GRP1,2021-12-11,1000100504000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=17198&request_locale=ja
Alligator's Sword,ワイバーンの戦士,17217,RD/LGP1-JP030,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17217&ciid=1&enc=PiWI9T6BnLt7PSI5hH_mnQ&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17217&ciid=1&enc=PiWI9T6BnLt7PSI5hH_mnQ&app=tournament&request_locale=ja,1,False,レジェンド覚醒パック,N,ノーマル仕様,RD/LGP1,2023-03-04,1000100507000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=17217&request_locale=ja
Alligator's Sword,ワイバーンの戦士,17217,RD/GRP1-JP035,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17217&ciid=1&enc=PiWI9T6BnLt7PSI5hH_mnQ&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17217&ciid=1&enc=PiWI9T6BnLt7PSI5hH_mnQ&app=tournament&request_locale=ja,1,False,ゴールドラッシュパック,N,ノーマル仕様,RD/GRP1,2021-12-11,1000100504000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=17217&request_locale=ja
Alligator's Sword Dragon,ドラゴンに乗るワイバーン,17269,RD/B004-JP001,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17269&ciid=1&enc=DKmcQzXyklYUWnwEY1VfIw&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17269&ciid=1&enc=DKmcQzXyklYUWnwEY1VfIw&app=tournament&request_locale=ja,1,False,バトルパックVol.4,N,ノーマル仕様,RD/B004,2022-01-01,1000100428000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=17269&request_locale=ja
Alligator's Sword Dragon,ドラゴンに乗るワイバーン,17269,RD/B004-JP001,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17269&ciid=1&enc=DKmcQzXyklYUWnwEY1VfIw&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17269&ciid=1&enc=DKmcQzXyklYUWnwEY1VfIw&app=tournament&request_locale=ja,1,False,バトルパックVol.4,SR,スーパーレア仕様,RD/B004,2022-01-01,1000100428000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=17269&request_locale=ja
Alligator's Sword Dragon,ドラゴンに乗るワイバーン,17269,RD/B004-JP001,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17269&ciid=1&enc=DKmcQzXyklYUWnwEY1VfIw&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17269&ciid=1&enc=DKmcQzXyklYUWnwEY1VfIw&app=tournament&request_locale=ja,1,False,バトルパックVol.4,UR,ウルトラレア仕様（RED Ver.）,RD/B004,2022-01-01,1000100428000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=17269&request_locale=ja
Ancient Lizard Warrior,古代のトカゲ戦士,17279,RD/KP08-JP003,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17279&ciid=1&enc=d-MgZiEsllO4g9b773qw_A&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17279&ciid=1&enc=d-MgZiEsllO4g9b773qw_A&app=tournament&request_locale=ja,1,False,デッキ改造パック　創造のマスターロード！！,N,ノーマル仕様,RD/KP08,2022-01-29,1000100207000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=17279&request_locale=ja
Anglercoilfish,チョウチンアンコイル,17283,RD/KP08-JP007,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17283&ciid=1&enc=Pkj3qFstlsjSVcjbiVWVag&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17283&ciid=1&enc=Pkj3qFstlsjSVcjbiVWVag&app=tournament&request_locale=ja,1,False,デッキ改造パック　創造のマスターロード！！,R,レア仕様,RD/KP08,2022-01-29,1000100207000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=17283&request_locale=ja
Accel Wonder Pebble,アクセルワンダー・ペブル,17485,RD/RLP1-JP001,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17485&ciid=1&enc=qbNevxfi3TBcWklvrX74zA&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17485&ciid=1&enc=qbNevxfi3TBcWklvrX74zA&app=tournament&request_locale=ja,1,False,ラッシュデュエルLP１巻同梱カード,UR,ウルトラレア仕様,RD/RLP1,2022-06-03,1000100335000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=17485&request_locale=ja
Alien Shocktrooper,エーリアン・ソルジャー,17560,RD/GRD0-JP002,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17560&ciid=1&enc=SyjMfiBPHXc8Hk1mV6ZFOA&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17560&ciid=1&enc=SyjMfiBPHXc8Hk1mV6ZFOA&app=tournament&request_locale=ja,1,False,ゴーラッシュデッキ　ボーナスカード,P,パラレル仕様,RD/GRD0,2022-04-29,1000100111000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=17560&request_locale=ja
Ama Lilith,アマ・リリス,17684,RD/B241-JP002,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17684&ciid=1&enc=xT6NhNZNteXfa2AHv7EK3A&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17684&ciid=1&enc=xT6NhNZNteXfa2AHv7EK3A&app=tournament&request_locale=ja,1,False,バトルパック 2024 Vol.1,N,ノーマル仕様,RD/B241,2024-04-01,1000100480000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=17684&request_locale=ja
Ama Lilith,アマ・リリス,17684,RD/B241-JP002,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17684&ciid=1&enc=xT6NhNZNteXfa2AHv7EK3A&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17684&ciid=1&enc=xT6NhNZNteXfa2AHv7EK3A&app=tournament&request_locale=ja,1,False,バトルパック 2024 Vol.1,SR,スーパーレア仕様,RD/B241,2024-04-01,1000100480000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=17684&request_locale=ja
Ama Lilith,アマ・リリス,17684,RD/MRP1-JP042,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17684&ciid=1&enc=xT6NhNZNteXfa2AHv7EK3A&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17684&ciid=1&enc=xT6NhNZNteXfa2AHv7EK3A&app=tournament&request_locale=ja,1,False,メガロードパック,N,ノーマル仕様,RD/MRP1,2022-06-04,1000100505000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=17684&request_locale=ja
Abyss Soldier,アビス・ソルジャー,17848,RD/LGP2-JP068,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17848&ciid=1&enc=9PnLZjqtS5yyk5Un0Ces1g&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17848&ciid=1&enc=9PnLZjqtS5yyk5Un0Ces1g&app=tournament&request_locale=ja,1,False,真・レジェンド覚醒パック,P+UR,パラレル仕様ウルトラレア,RD/LGP2,2024-10-12,1000100513000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=17848&request_locale=ja
Abyss Soldier,アビス・ソルジャー,17848,RD/LGP2-JP068,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17848&ciid=1&enc=9PnLZjqtS5yyk5Un0Ces1g&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17848&ciid=1&enc=9PnLZjqtS5yyk5Un0Ces1g&app=tournament&request_locale=ja,1,False,真・レジェンド覚醒パック,SR,スーパーレア仕様,RD/LGP2,2024-10-12,1000100513000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=17848&request_locale=ja
Abyss Soldier,アビス・ソルジャー,17848,RD/KP10-JP000,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17848&ciid=1&enc=9PnLZjqtS5yyk5Un0Ces1g&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17848&ciid=1&enc=9PnLZjqtS5yyk5Un0Ces1g&app=tournament&request_locale=ja,1,False,デッキ改造パック　破滅のレクイエム！！,RR,ラッシュレア仕様,RD/KP10,2022-07-09,1000100209000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=17848&request_locale=ja
Abyss Soldier,アビス・ソルジャー,17848,RD/KP10-JP000,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17848&ciid=1&enc=9PnLZjqtS5yyk5Un0Ces1g&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17848&ciid=1&enc=9PnLZjqtS5yyk5Un0Ces1g&app=tournament&request_locale=ja,1,False,デッキ改造パック　破滅のレクイエム！！,SE,シークレットレア仕様,RD/KP10,2022-07-09,1000100209000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=17848&request_locale=ja
Aliyen 33,エリアン３３,17860,RD/KP10-JP012,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17860&ciid=1&enc=faNtP3YtFNQMa3IpF8TbtA&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17860&ciid=1&enc=faNtP3YtFNQMa3IpF8TbtA&app=tournament&request_locale=ja,1,False,デッキ改造パック　破滅のレクイエム！！,N,ノーマル仕様,RD/KP10,2022-07-09,1000100209000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=17860&request_locale=ja
Abare Ushioni,暴れ牛鬼,17890,RD/KP10-JP042,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17890&ciid=1&enc=xdUodS3GP9e68MRcziaqOw&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17890&ciid=1&enc=xdUodS3GP9e68MRcziaqOw&app=tournament&request_locale=ja,1,False,デッキ改造パック　破滅のレクイエム！！,R,レア仕様,RD/KP10,2022-07-09,1000100209000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=17890&request_locale=ja
Amabear Lilith,Ａくま・リリス,17891,RD/S262-JP004,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=17891&ciid=2&enc=zgvfrTb4SQHQW2RqIp1Qhw,2,1 | 2,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17891&ciid=1&enc=zgvfrTb4SQHQW2RqIp1Qhw&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=17891&ciid=2&enc=zgvfrTb4SQHQW2RqIp1Qhw,2,False,スペシャルビクトリーパック2026 Vol.1,P+UR,パラレル仕様ウルトラレア,RD/S262,2026-07-01,1000100666000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=17891&request_locale=ja
Amabear Lilith,Ａくま・リリス,17891,RD/KP10-JP043,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17891&ciid=1&enc=zgvfrTb4SQHQW2RqIp1Qhw&app=tournament&request_locale=ja,1,1 | 2,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17891&ciid=1&enc=zgvfrTb4SQHQW2RqIp1Qhw&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=17891&ciid=2&enc=zgvfrTb4SQHQW2RqIp1Qhw,2,False,デッキ改造パック　破滅のレクイエム！！,N,ノーマル仕様,RD/KP10,2022-07-09,1000100209000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=17891&request_locale=ja
Alpha Burn Drake,αバーン・ドレイク,17952,RD/SD03-JP024,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17952&ciid=1&enc=OGAg9qKvlqdOwbMGj_jg6A&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17952&ciid=1&enc=OGAg9qKvlqdOwbMGj_jg6A&app=tournament&request_locale=ja,1,False,最強バトルデッキ　遊歩　－おいでヨ！ ハイテクドラゴン！－,N,ノーマル仕様,RD/SD03,2022-08-06,1000100117000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=17952&request_locale=ja
Analyze Phlogiston,アナライズ・フロギストン,17955,RD/SD04-JP001,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17955&ciid=1&enc=rhyK0QaMjm2bNwzv2pcrmA&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=17955&ciid=1&enc=rhyK0QaMjm2bNwzv2pcrmA&app=tournament&request_locale=ja,1,False,最強バトルデッキ　マナブ　－炎のケミストニャードロー！－,N,ノーマル仕様,RD/SD04,2022-08-06,1000100118000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=17955&request_locale=ja
Acoustiglee,アンプラーグリー,18241,RD/KP11-JP009,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18241&ciid=1&enc=W4ZlGib0hj3j9ZNW3oQYYw&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18241&ciid=1&enc=W4ZlGib0hj3j9ZNW3oQYYw&app=tournament&request_locale=ja,1,False,デッキ改造パック　旋風のフォルテシモ！！,N,ノーマル仕様,RD/KP11,2022-10-08,1000100210000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18241&request_locale=ja
Alkyl the Flame Emperor of the Lamp,ランプの炎皇アルコ,18244,RD/KP11-JP012,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18244&ciid=1&enc=q2mqJ6ppWcFOvr6awClvFg&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18244&ciid=1&enc=q2mqJ6ppWcFOvr6awClvFg&app=tournament&request_locale=ja,1,False,デッキ改造パック　旋風のフォルテシモ！！,N,ノーマル仕様,RD/KP11,2022-10-08,1000100210000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18244&request_locale=ja
Almastra XI - Aquarius,アルマストラⅪ－アクエリアス,18386,RD/ORP1-JP057,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=18386&ciid=101&enc=zRcRAktXNcieWc6EO5NS_A,101,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18386&ciid=1&enc=zRcRAktXNcieWc6EO5NS_A&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=18386&ciid=101&enc=zRcRAktXNcieWc6EO5NS_A,2,False,オーバーラッシュパック,ORR,オーバーラッシュレア仕様,RD/ORP1,2022-11-26,1000100506000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18386&request_locale=ja
Almastra XI - Aquarius,アルマストラⅪ－アクエリアス,18386,RD/ORP1-JP057,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18386&ciid=1&enc=zRcRAktXNcieWc6EO5NS_A&app=tournament&request_locale=ja,1,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18386&ciid=1&enc=zRcRAktXNcieWc6EO5NS_A&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=18386&ciid=101&enc=zRcRAktXNcieWc6EO5NS_A,2,False,オーバーラッシュパック,UR,ウルトラレア仕様,RD/ORP1,2022-11-26,1000100506000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18386&request_locale=ja
Alchemicalize Salamandra,アルケミカライズ・サラマンドラ,18614,RD/KP12-JP032,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18614&ciid=1&enc=B9v5LwcuSPHn4rwntD_HwQ&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18614&ciid=1&enc=B9v5LwcuSPHn4rwntD_HwQ&app=tournament&request_locale=ja,1,False,デッキ改造パック　強襲のダブルスター！！,SR,スーパーレア仕様,RD/KP12,2023-01-21,1000100211000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18614&request_locale=ja
Altierra the Skysavior Transience,蒼救の泡影アルティエラ,18621,RD/ORP4-JP042,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18621&ciid=1&enc=5-RdJZ9EG-zpZ67rjn94Dw&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18621&ciid=1&enc=5-RdJZ9EG-zpZ67rjn94Dw&app=tournament&request_locale=ja,1,False,オーバーラッシュパック４,N,ノーマル仕様,RD/ORP4,2026-04-11,1000100654000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18621&request_locale=ja
Altierra the Skysavior Transience,蒼救の泡影アルティエラ,18621,RD/5TH1-JP053,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18621&ciid=1&enc=5-RdJZ9EG-zpZ67rjn94Dw&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18621&ciid=1&enc=5-RdJZ9EG-zpZ67rjn94Dw&app=tournament&request_locale=ja,1,False,5th ANNIVERSARY PACK,P+SR,パラレル仕様スーパーレア,RD/5TH1,2025-04-12,1000100515000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18621&request_locale=ja
Altierra the Skysavior Transience,蒼救の泡影アルティエラ,18621,RD/5TH1-JP053,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18621&ciid=1&enc=5-RdJZ9EG-zpZ67rjn94Dw&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18621&ciid=1&enc=5-RdJZ9EG-zpZ67rjn94Dw&app=tournament&request_locale=ja,1,False,5th ANNIVERSARY PACK,SE,シークレットレア仕様,RD/5TH1,2025-04-12,1000100515000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18621&request_locale=ja
Altierra the Skysavior Transience,蒼救の泡影アルティエラ,18621,RD/B231-JP004,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18621&ciid=1&enc=5-RdJZ9EG-zpZ67rjn94Dw&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18621&ciid=1&enc=5-RdJZ9EG-zpZ67rjn94Dw&app=tournament&request_locale=ja,1,False,バトルパック 2023 Vol.1,N,ノーマル仕様,RD/B231,2023-04-01,1000100450000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18621&request_locale=ja
Altierra the Skysavior Transience,蒼救の泡影アルティエラ,18621,RD/B231-JP004,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18621&ciid=1&enc=5-RdJZ9EG-zpZ67rjn94Dw&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18621&ciid=1&enc=5-RdJZ9EG-zpZ67rjn94Dw&app=tournament&request_locale=ja,1,False,バトルパック 2023 Vol.1,SR,スーパーレア仕様,RD/B231,2023-04-01,1000100450000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: non-ORR uses lowest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18621&request_locale=ja
Altierra the Skysavior Transience,蒼救の泡影アルティエラ,18621,RD/KP12-JP039,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18621&ciid=1&enc=5-RdJZ9EG-zpZ67rjn94Dw&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18621&ciid=1&enc=5-RdJZ9EG-zpZ67rjn94Dw&app=tournament&request_locale=ja,1,False,デッキ改造パック　強襲のダブルスター！！,R,レア仕様,RD/KP12,2023-01-21,1000100211000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18621&request_locale=ja
Aitsu,アイツ,18652,RD/B224-JP009,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18652&ciid=1&enc=4EdGwjbp0OY8pWdhJX7Tgg&app=tournament&request_locale=ja,1,1,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18652&ciid=1&enc=4EdGwjbp0OY8pWdhJX7Tgg&app=tournament&request_locale=ja,1,False,バトルパック 2022 Vol.4,N,ノーマル仕様,RD/B224,2023-01-01,1000100447000,PACK_PAGE,matched cid on pack page,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18652&request_locale=ja
Abyssal Dragon Lord Abyss Poseidra [L],深淵竜神アビス・ポセイドラ［Ｌ］,18757,RD/VSP1-JP013,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=18757&ciid=101&enc=P6uk90NkKHXogH-Y0yR-Kw,101,1 | 101,https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&osplang=1&cid=18757&ciid=1&enc=P6uk90NkKHXogH-Y0yR-Kw&app=tournament&request_locale=ja | https://www.db.yugioh-card.com/rushdb/get_image.action?type=1&cid=18757&ciid=101&enc=P6uk90NkKHXogH-Y0yR-Kw,2,False,VSパック マキシマム・フォース,ORR,オーバーラッシュレア仕様,RD/VSP1,2023-04-08,1000100508000,DETAIL_HEURISTIC_CONFIRMED,confirmed rule: ORR uses highest ciid; pack page has one representative image for multiple printing rarities on the same cid/pid,https://www.db.yugioh-card.com/rushdb/card_search.action?ope=2&cid=18757&request_locale=ja
